op_latency,node164_ceph-osd.0.asok.txt,node164_ceph-osd.1.asok.txt,node164_ceph-osd.7.asok.txt,node165_ceph-osd.2.asok.txt,node165_ceph-osd.3.asok.txt,node166_ceph-osd.4.asok.txt,node166_ceph-osd.5.asok.txt
435,0.021171,0.023134,0.02065,0.023675,0.019631,0.022548,0
436,0.008796,0.000242,0.011434,0.010244,0,0.008388,0.010447
437,0,0,0,0,0.016419,0.008553,0.022957
438,0.000543,0,0.000489,0,0,0.020727,0
439,0.0006,0,0,0.020374,0.021357,0,0
440,0,0,0,0.020612,0.021948,0.020951,0.010876
441,0,0,0,0,0.015057,0,0.024865
442,0.00051,0,0.00043,0.016274,0.016998,0.02339,0.025149
443,0.000559,0,0,0.017761,0.02265,0.015606,0.015879
444,0,0,0,0.012625,0,0.000346,0.014727
445,0,0,0,0.010609,0.023907,0.018746,0.019542
446,0,0,0.000553,0.021517,0.012619,0.020517,0.020365
447,0.000513,0,0,0.020813,0.017465,0.02466,0.010365
448,0.00038,0,0,0.017765,0.020363,0.021063,0.021479
449,0.016309,0,0,0.022866,0.012265,0.020976,0
450,0,0,0.000462,0,0.019053,0.015811,0
451,0.000457,0,0,0,0.010255,0.024546,0.014945
452,0,0,0,0.019959,0.000396,0.02076,0.0154
453,0,0,0,0,0.008246,0.015853,0.035604
454,0,0,0.00061,0,0.04341,0,0
455,0.000609,0,0,0.016005,0.021118,0.021654,0
456,0,0,0,0,0.022454,0.022172,0.007703
457,0,0,0,0,0,0.022083,0.018284
458,0,0,0.000511,0,0,0.013911,0
459,0.000503,0,0,0,0,0.012833,0.016221
460,0,0,0,0,0.000443,0,0
461,0,0,0,0,0,0.0005,0
462,0,0,0.000646,0,0,0,0
463,0.000563,0,0,0,0,0,0
464,0,0,0,0,0,0,0
465,0,0,0,0,0.000493,0,0
466,0,0,0.000599,0,0,0.00047,0
467,0.000416,0,0,0,0,0,0
468,0,0,0,0,0,0,0
469,0,0,0,0,0.000535,0,0
470,0,0,0.000578,0,0,0.000515,0
471,0.000565,0,0,0,0,0,0
472,0,0,0,0,0,0.017219,0
473,0,0,0,0,0.000513,0,0
474,0,0,0.000485,0,0,0,0
475,0.000496,0,0,0,0,0,0
476,0,0,0,0,0,0,0
477,0,0,0,0,0.000545,0,0
478,0,0,0,0,0,0,0
479,0.000568,0,0.000546,0,0,0,0
480,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0
482,0,0,0,0,0.000589,0,0
483,0.000551,0,0.000462,0,0,0,0
484,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0
486,0,0,0,0,0.000479,0,0
487,0.000555,0,0.000503,0,0,0,0
488,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0
490,0,0,0,0,0.000407,0,0
491,0.000399,0,0.000483,0,0,0,0
492,0,0,0,0,0,0,0
493,0,0,0,0,0,0,0
494,0,0,0,0,0.000547,0,0
495,0,0,0.000596,0,0,0,0
496,0.000484,0,0,0,0,0,0
497,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0
499,0,0,0,0,0.000818,0,0
500,0,0,0.000462,0,0,0,0
501,0.000454,0,0,0,0,0,0
502,0,0,0,0,0,0,0
503,0,0,0,0,0.00045,0,0
504,0,0,0,0,0,0,0
505,0,0,0.000607,0,0,0,0
506,0.000563,0,0,0,0,0,0
507,0,0,0,0,0.000554,0,0
508,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0
510,0,0,0.000627,0,0,0,0
511,0.00062,0,0,0,0,0,0
512,0,0,0,0,0.000716,0,0
513,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0
515,Null,Null,0.000531,0,0,0,0
516,Null,Null,Null,0,0.000456,0,0
517,Null,Null,Null,0,0,0,0
518,Null,Null,Null,0,0,0,0
519,Null,Null,Null,0,0,0,0
520,Null,Null,Null,0,0,0,0
521,Null,Null,Null,0,0.000503,0,0
522,Null,Null,Null,0,0,0,0
523,Null,Null,Null,0,0,0,0
524,Null,Null,Null,0,0,0,0
525,Null,Null,Null,0,0,0,0
526,Null,Null,Null,0,0.000637,0,0
527,Null,Null,Null,0,0,0,0
528,Null,Null,Null,0,0,0,0
529,Null,Null,Null,0,0,0,0
530,Null,Null,Null,0,0,0,0
531,Null,Null,Null,0,0.000425,0,0
532,Null,Null,Null,0,0,0,0
533,Null,Null,Null,0,0,0,0
534,Null,Null,Null,0,0,0,0
535,Null,Null,Null,0,0,0,0
536,Null,Null,Null,0,0.000569,0,0
537,Null,Null,Null,0,0,0,0
538,Null,Null,Null,0,0,0,0
539,Null,Null,Null,0,0,0,0
540,Null,Null,Null,0,0,0,0
541,Null,Null,Null,0,0.000547,0,0
542,Null,Null,Null,0,0,0,0
543,Null,Null,Null,0,0,0,0
544,Null,Null,Null,0,0,0,0
545,Null,Null,Null,0,0,0,0
546,Null,Null,Null,0,0.000568,0,0
547,Null,Null,Null,0,0,0,0
548,Null,Null,Null,0,0,0,0
549,Null,Null,Null,0,0,0,0
550,Null,Null,Null,0,0.000653,0,0
551,Null,Null,Null,0,0,0,0
552,Null,Null,Null,0,0,0,0
553,Null,Null,Null,0,0,0,0
554,Null,Null,Null,0,0,0,0
555,Null,Null,Null,0,0.000603,0,0
556,Null,Null,Null,0,0,0,0
557,Null,Null,Null,0,0,0,0
558,Null,Null,Null,0,0,0,0
559,Null,Null,Null,0,0,0,0
560,Null,Null,Null,0,0.000498,0,0
561,Null,Null,Null,0,0,0,0
562,Null,Null,Null,0,0,0,0
563,Null,Null,Null,Null,Null,0,0
564,Null,Null,Null,Null,Null,0,0
565,Null,Null,Null,Null,Null,0,0
566,Null,Null,Null,Null,Null,0,0
567,Null,Null,Null,Null,Null,0,0
568,Null,Null,Null,Null,Null,0,0
569,Null,Null,Null,Null,Null,0,0
570,Null,Null,Null,Null,Null,0,0
571,Null,Null,Null,Null,Null,0,0
572,Null,Null,Null,Null,Null,0,0
573,Null,Null,Null,Null,Null,0,0
574,Null,Null,Null,Null,Null,0,0
575,Null,Null,Null,Null,Null,0,0
576,Null,Null,Null,Null,Null,0,0
577,Null,Null,Null,Null,Null,0,0
578,Null,Null,Null,Null,Null,0,0
579,Null,Null,Null,Null,Null,0,0
580,Null,Null,Null,Null,Null,0,0
581,Null,Null,Null,Null,Null,0,0
582,Null,Null,Null,Null,Null,0,0
583,Null,Null,Null,Null,Null,0,0
584,Null,Null,Null,Null,Null,0,0
585,Null,Null,Null,Null,Null,0,0
586,Null,Null,Null,Null,Null,0,0
