op_w_process_latency,node164_ceph-osd.0.asok.txt,node164_ceph-osd.1.asok.txt,node164_ceph-osd.7.asok.txt,node165_ceph-osd.2.asok.txt,node165_ceph-osd.3.asok.txt,node166_ceph-osd.4.asok.txt,node166_ceph-osd.5.asok.txt
447,0,0,0,0.019959,0.016795,0.023872,0.009476
448,0,0,0,0.016889,0.01959,0.02038,0.020731
449,0,0,0,0.021988,0.011494,0.020283,0
450,0,0,0,0,0.018465,0.014961,0
451,0,0,0,0,0.009542,0.023788,0.014263
452,0,0,0,0.019296,0,0.02005,0.014342
453,0,0,0,0,0.007574,0.015195,0.034691
454,0,0,0,0,0.042658,0,0
455,0,0,0,0.015282,0.020356,0.0207,0
456,0,0,0,0,0.022554,0.021334,0.006684
457,0,0,0,0,0,0.021319,0.017427
458,0,0,0,0,0,0.013169,0
459,0,0,0,0,0,0.016011,0.015622
460,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0
491,0,0,0,0,0,0,0
492,0,0,0,0,0,0,0
493,0,0,0,0,0,0,0
494,0,0,0,0,0,0,0
495,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0
497,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0
511,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0
515,Null,Null,0,0,0,0,0
516,Null,Null,Null,0,0,0,0
517,Null,Null,Null,0,0,0,0
518,Null,Null,Null,0,0,0,0
519,Null,Null,Null,0,0,0,0
520,Null,Null,Null,0,0,0,0
521,Null,Null,Null,0,0,0,0
522,Null,Null,Null,0,0,0,0
523,Null,Null,Null,0,0,0,0
524,Null,Null,Null,0,0,0,0
525,Null,Null,Null,0,0,0,0
526,Null,Null,Null,0,0,0,0
527,Null,Null,Null,0,0,0,0
528,Null,Null,Null,0,0,0,0
529,Null,Null,Null,0,0,0,0
530,Null,Null,Null,0,0,0,0
531,Null,Null,Null,0,0,0,0
532,Null,Null,Null,0,0,0,0
533,Null,Null,Null,0,0,0,0
534,Null,Null,Null,0,0,0,0
535,Null,Null,Null,0,0,0,0
536,Null,Null,Null,0,0,0,0
537,Null,Null,Null,0,0,0,0
538,Null,Null,Null,0,0,0,0
539,Null,Null,Null,0,0,0,0
540,Null,Null,Null,0,0,0,0
541,Null,Null,Null,0,0,0,0
542,Null,Null,Null,0,0,0,0
543,Null,Null,Null,0,0,0,0
544,Null,Null,Null,0,0,0,0
545,Null,Null,Null,0,0,0,0
546,Null,Null,Null,0,0,0,0
547,Null,Null,Null,0,0,0,0
548,Null,Null,Null,0,0,0,0
549,Null,Null,Null,0,0,0,0
550,Null,Null,Null,0,0,0,0
551,Null,Null,Null,0,0,0,0
552,Null,Null,Null,0,0,0,0
553,Null,Null,Null,0,0,0,0
554,Null,Null,Null,0,0,0,0
555,Null,Null,Null,0,0,0,0
556,Null,Null,Null,0,0,0,0
557,Null,Null,Null,0,0,0,0
558,Null,Null,Null,0,0,0,0
559,Null,Null,Null,0,0,0,0
560,Null,Null,Null,0,0,0,0
561,Null,Null,Null,0,0,0,0
562,Null,Null,Null,0,0,0,0
563,Null,Null,Null,Null,Null,0,0
564,Null,Null,Null,Null,Null,0,0
565,Null,Null,Null,Null,Null,0,0
566,Null,Null,Null,Null,Null,0,0
567,Null,Null,Null,Null,Null,0,0
568,Null,Null,Null,Null,Null,0,0
569,Null,Null,Null,Null,Null,0,0
570,Null,Null,Null,Null,Null,0,0
571,Null,Null,Null,Null,Null,0,0
572,Null,Null,Null,Null,Null,0,0
573,Null,Null,Null,Null,Null,0,0
574,Null,Null,Null,Null,Null,0,0
575,Null,Null,Null,Null,Null,0,0
576,Null,Null,Null,Null,Null,0,0
577,Null,Null,Null,Null,Null,0,0
578,Null,Null,Null,Null,Null,0,0
579,Null,Null,Null,Null,Null,0,0
580,Null,Null,Null,Null,Null,0,0
581,Null,Null,Null,Null,Null,0,0
582,Null,Null,Null,Null,Null,0,0
583,Null,Null,Null,Null,Null,0,0
584,Null,Null,Null,Null,Null,0,0
585,Null,Null,Null,Null,Null,0,0
586,Null,Null,Null,Null,Null,0,0
